,id,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2
0,1,0.9800000190734863,514.5,294.0,110.25,7.0,2,0.0,0,15.550000190734863,21.329999923706055
0,2,0.9800000190734863,514.5,294.0,110.25,7.0,3,0.0,0,15.550000190734863,21.329999923706055
0,3,0.9800000190734863,514.5,294.0,110.25,7.0,4,0.0,0,15.550000190734863,21.329999923706055
0,4,0.9800000190734863,514.5,294.0,110.25,7.0,5,0.0,0,15.550000190734863,21.329999923706055
0,5,0.8999999761581421,563.5,318.5,122.5,7.0,2,0.0,0,20.84000015258789,28.280000686645508
0,6,0.8999999761581421,563.5,318.5,122.5,7.0,3,0.0,0,21.459999084472656,25.3799991607666
0,7,0.8999999761581421,563.5,318.5,122.5,7.0,4,0.0,0,20.709999084472656,25.15999984741211
0,8,0.8999999761581421,563.5,318.5,122.5,7.0,5,0.0,0,19.68000030517578,29.600000381469727
0,9,0.8600000143051147,588.0,294.0,147.0,7.0,2,0.0,0,19.5,27.299999237060547
0,10,0.8600000143051147,588.0,294.0,147.0,7.0,3,0.0,0,19.950000762939453,21.969999313354492
0,11,0.8600000143051147,588.0,294.0,147.0,7.0,4,0.0,0,19.34000015258789,23.489999771118164
0,12,0.8600000143051147,588.0,294.0,147.0,7.0,5,0.0,0,18.309999465942383,27.8700008392334
0,13,0.8199999928474426,612.5,318.5,147.0,7.0,2,0.0,0,17.049999237060547,23.770000457763672
0,14,0.8199999928474426,612.5,318.5,147.0,7.0,3,0.0,0,17.40999984741211,21.459999084472656
0,15,0.8199999928474426,612.5,318.5,147.0,7.0,4,0.0,0,16.950000762939453,21.15999984741211
0,16,0.8199999928474426,612.5,318.5,147.0,7.0,5,0.0,0,15.979999542236328,24.93000030517578
0,17,0.7900000214576721,637.0,343.0,147.0,7.0,2,0.0,0,28.520000457763672,37.72999954223633
0,18,0.7900000214576721,637.0,343.0,147.0,7.0,3,0.0,0,29.899999618530273,31.270000457763672
0,19,0.7900000214576721,637.0,343.0,147.0,7.0,4,0.0,0,29.6299991607666,30.93000030517578
0,20,0.7900000214576721,637.0,343.0,147.0,7.0,5,0.0,0,28.75,39.439998626708984
0,21,0.7599999904632568,661.5,416.5,122.5,7.0,2,0.0,0,24.770000457763672,29.790000915527344
0,22,0.7599999904632568,661.5,416.5,122.5,7.0,3,0.0,0,23.93000030517578,29.68000030517578
0,23,0.7599999904632568,661.5,416.5,122.5,7.0,4,0.0,0,24.770000457763672,29.790000915527344
0,24,0.7599999904632568,661.5,416.5,122.5,7.0,5,0.0,0,23.93000030517578,29.399999618530273
0,25,0.7400000095367432,686.0,245.0,220.5,3.5,2,0.0,0,6.070000171661377,10.899999618530273
0,26,0.7400000095367432,686.0,245.0,220.5,3.5,3,0.0,0,6.050000190734863,11.1899995803833
0,27,0.7400000095367432,686.0,245.0,220.5,3.5,4,0.0,0,6.010000228881836,10.9399995803833
0,28,0.7400000095367432,686.0,245.0,220.5,3.5,5,0.0,0,6.039999961853027,11.170000076293945
0,29,0.7099999785423279,710.5,269.5,220.5,3.5,2,0.0,0,6.369999885559082,11.270000457763672
0,30,0.7099999785423279,710.5,269.5,220.5,3.5,3,0.0,0,6.400000095367432,11.720000267028809
0,31,0.7099999785423279,710.5,269.5,220.5,3.5,4,0.0,0,6.369999885559082,11.289999961853027
0,32,0.7099999785423279,710.5,269.5,220.5,3.5,5,0.0,0,6.400000095367432,11.670000076293945
0,33,0.6899999976158142,735.0,294.0,220.5,3.5,2,0.0,0,6.849999904632568,11.739999771118164
0,34,0.6899999976158142,735.0,294.0,220.5,3.5,3,0.0,0,6.789999961853027,12.050000190734863
0,35,0.6899999976158142,735.0,294.0,220.5,3.5,4,0.0,0,6.769999980926514,11.729999542236328
0,36,0.6899999976158142,735.0,294.0,220.5,3.5,5,0.0,0,6.809999942779541,11.930000305175781
0,37,0.6600000262260437,759.5,318.5,220.5,3.5,2,0.0,0,7.179999828338623,12.399999618530273
0,38,0.6600000262260437,759.5,318.5,220.5,3.5,3,0.0,0,7.099999904632568,12.229999542236328
0,39,0.6600000262260437,759.5,318.5,220.5,3.5,4,0.0,0,7.099999904632568,12.399999618530273
0,40,0.6600000262260437,759.5,318.5,220.5,3.5,5,0.0,0,7.099999904632568,12.140000343322754
0,41,0.6399999856948853,784.0,343.0,220.5,3.5,2,0.0,0,10.850000381469727,16.780000686645508
0,42,0.6399999856948853,784.0,343.0,220.5,3.5,3,0.0,0,10.539999961853027,16.799999237060547
0,43,0.6399999856948853,784.0,343.0,220.5,3.5,4,0.0,0,10.770000457763672,16.75
0,44,0.6399999856948853,784.0,343.0,220.5,3.5,5,0.0,0,10.5600004196167,16.670000076293945
0,45,0.6200000047683716,808.5,367.5,220.5,3.5,2,0.0,0,8.600000381469727,12.069999694824219
0,46,0.6200000047683716,808.5,367.5,220.5,3.5,3,0.0,0,8.489999771118164,12.220000267028809
0,47,0.6200000047683716,808.5,367.5,220.5,3.5,4,0.0,0,8.449999809265137,12.079999923706055
0,48,0.6200000047683716,808.5,367.5,220.5,3.5,5,0.0,0,8.5,12.039999961853027
0,49,0.9800000190734863,514.5,294.0,110.25,7.0,2,0.10000000149011612,1,24.579999923706055,26.469999313354492
0,50,0.9800000190734863,514.5,294.0,110.25,7.0,3,0.10000000149011612,1,24.6299991607666,26.3700008392334
0,51,0.9800000190734863,514.5,294.0,110.25,7.0,4,0.10000000149011612,1,24.6299991607666,26.440000534057617
0,52,0.9800000190734863,514.5,294.0,110.25,7.0,5,0.10000000149011612,1,24.59000015258789,26.290000915527344
0,53,0.8999999761581421,563.5,318.5,122.5,7.0,2,0.10000000149011612,1,29.030000686645508,32.91999816894531
0,54,0.8999999761581421,563.5,318.5,122.5,7.0,3,0.10000000149011612,1,29.8700008392334,29.8700008392334
0,55,0.8999999761581421,563.5,318.5,122.5,7.0,4,0.10000000149011612,1,29.139999389648438,29.579999923706055
0,56,0.8999999761581421,563.5,318.5,122.5,7.0,5,0.10000000149011612,1,28.09000015258789,34.33000183105469
0,57,0.8600000143051147,588.0,294.0,147.0,7.0,2,0.10000000149011612,1,26.280000686645508,30.889999389648438
0,58,0.8600000143051147,588.0,294.0,147.0,7.0,3,0.10000000149011612,1,26.90999984741211,25.600000381469727
0,59,0.8600000143051147,588.0,294.0,147.0,7.0,4,0.10000000149011612,1,26.3700008392334,27.030000686645508
0,60,0.8600000143051147,588.0,294.0,147.0,7.0,5,0.10000000149011612,1,25.270000457763672,31.729999542236328
0,61,0.8199999928474426,612.5,318.5,147.0,7.0,2,0.10000000149011612,1,23.530000686645508,27.309999465942383
0,62,0.8199999928474426,612.5,318.5,147.0,7.0,3,0.10000000149011612,1,24.030000686645508,24.90999984741211
0,63,0.8199999928474426,612.5,318.5,147.0,7.0,4,0.10000000149011612,1,23.540000915527344,24.610000610351562
0,64,0.8199999928474426,612.5,318.5,147.0,7.0,5,0.10000000149011612,1,22.579999923706055,28.510000228881836
0,65,0.7900000214576721,637.0,343.0,147.0,7.0,2,0.10000000149011612,1,35.560001373291016,41.68000030517578
0,66,0.7900000214576721,637.0,343.0,147.0,7.0,3,0.10000000149011612,1,37.119998931884766,35.279998779296875
0,67,0.7900000214576721,637.0,343.0,147.0,7.0,4,0.10000000149011612,1,36.900001525878906,34.43000030517578
0,68,0.7900000214576721,637.0,343.0,147.0,7.0,5,0.10000000149011612,1,35.939998626708984,43.33000183105469
0,69,0.7599999904632568,661.5,416.5,122.5,7.0,2,0.10000000149011612,1,32.959999084472656,33.869998931884766
0,70,0.7599999904632568,661.5,416.5,122.5,7.0,3,0.10000000149011612,1,32.119998931884766,34.06999969482422
0,71,0.7599999904632568,661.5,416.5,122.5,7.0,4,0.10000000149011612,1,32.939998626708984,34.13999938964844
0,72,0.7599999904632568,661.5,416.5,122.5,7.0,5,0.10000000149011612,1,32.209999084472656,33.66999816894531
0,73,0.7400000095367432,686.0,245.0,220.5,3.5,2,0.10000000149011612,1,10.359999656677246,13.430000305175781
0,74,0.7400000095367432,686.0,245.0,220.5,3.5,3,0.10000000149011612,1,10.430000305175781,13.710000038146973
0,75,0.7400000095367432,686.0,245.0,220.5,3.5,4,0.10000000149011612,1,10.359999656677246,13.479999542236328
0,76,0.7400000095367432,686.0,245.0,220.5,3.5,5,0.10000000149011612,1,10.390000343322754,13.699999809265137
0,77,0.7099999785423279,710.5,269.5,220.5,3.5,2,0.10000000149011612,1,10.710000038146973,13.800000190734863
0,78,0.7099999785423279,710.5,269.5,220.5,3.5,3,0.10000000149011612,1,10.800000190734863,14.279999732971191
0,79,0.7099999785423279,710.5,269.5,220.5,3.5,4,0.10000000149011612,1,10.699999809265137,13.869999885559082
0,80,0.7099999785423279,710.5,269.5,220.5,3.5,5,0.10000000149011612,1,10.75,14.270000457763672
0,81,0.6899999976158142,735.0,294.0,220.5,3.5,2,0.10000000149011612,1,11.109999656677246,14.279999732971191
0,82,0.6899999976158142,735.0,294.0,220.5,3.5,3,0.10000000149011612,1,11.130000114440918,14.609999656677246
0,83,0.6899999976158142,735.0,294.0,220.5,3.5,4,0.10000000149011612,1,11.09000015258789,14.300000190734863
0,84,0.6899999976158142,735.0,294.0,220.5,3.5,5,0.10000000149011612,1,11.15999984741211,14.449999809265137
0,85,0.6600000262260437,759.5,318.5,220.5,3.5,2,0.10000000149011612,1,11.680000305175781,13.899999618530273
0,86,0.6600000262260437,759.5,318.5,220.5,3.5,3,0.10000000149011612,1,11.6899995803833,13.720000267028809
0,87,0.6600000262260437,759.5,318.5,220.5,3.5,4,0.10000000149011612,1,11.699999809265137,13.880000114440918
0,88,0.6600000262260437,759.5,318.5,220.5,3.5,5,0.10000000149011612,1,11.6899995803833,13.649999618530273
0,89,0.6399999856948853,784.0,343.0,220.5,3.5,2,0.10000000149011612,1,15.40999984741211,19.3700008392334
0,90,0.6399999856948853,784.0,343.0,220.5,3.5,3,0.10000000149011612,1,15.199999809265137,19.43000030517578
0,91,0.6399999856948853,784.0,343.0,220.5,3.5,4,0.10000000149011612,1,15.420000076293945,19.34000015258789
0,92,0.6399999856948853,784.0,343.0,220.5,3.5,5,0.10000000149011612,1,15.210000038146973,19.31999969482422
0,93,0.6200000047683716,808.5,367.5,220.5,3.5,2,0.10000000149011612,1,12.960000038146973,14.34000015258789
0,94,0.6200000047683716,808.5,367.5,220.5,3.5,3,0.10000000149011612,1,12.970000267028809,14.5
0,95,0.6200000047683716,808.5,367.5,220.5,3.5,4,0.10000000149011612,1,12.930000305175781,14.329999923706055
0,96,0.6200000047683716,808.5,367.5,220.5,3.5,5,0.10000000149011612,1,13.020000457763672,14.270000457763672
0,97,0.9800000190734863,514.5,294.0,110.25,7.0,2,0.10000000149011612,2,24.290000915527344,25.950000762939453
0,98,0.9800000190734863,514.5,294.0,110.25,7.0,3,0.10000000149011612,2,24.309999465942383,25.6299991607666
0,99,0.9800000190734863,514.5,294.0,110.25,7.0,4,0.10000000149011612,2,24.1299991607666,26.1299991607666
0,100,0.9800000190734863,514.5,294.0,110.25,7.0,5,0.10000000149011612,2,24.25,25.889999389648438
0,101,0.8999999761581421,563.5,318.5,122.5,7.0,2,0.10000000149011612,2,28.8799991607666,32.540000915527344
