,heating load,cooling load,relative compactness,surface area,wall area,roof area,overall height,orientation,glazing area,glazing area distribution
0,15.55,21.33,1.061999526628967,-0.5000000000000009,0.8041940621301119,-0.33829309491149107,-0.11402155208959186,0.18799867768126696,-0.01943227020580035,2.919995817731116e-15
1,15.55,21.33,1.0619995266289786,-0.1666666666666667,0.8041940621301122,-0.3382930949114931,-0.11402155208959211,0.1879986776812651,-0.019432270205797474,-9.751848461109101e-17
2,15.55,21.33,1.0619995266289797,0.16666666666666596,0.8041940621301119,-0.3382930949114948,-0.11402155208959228,0.18799867768126555,-0.019432270205797245,-9.004024628725286e-17
3,15.55,21.33,1.06199952662898,0.4999999999999992,0.804194062130111,-0.33829309491149767,-0.11402155208959174,0.18799867768126483,-0.019432270205797377,-1.349036541595605e-16
4,20.84,28.28,0.8683683333560875,-0.49999999999999784,0.804194062130114,-0.09511593219890514,-0.11402155208959254,0.07447774289720263,0.0005467687435043125,5.217436856127606e-17
5,21.46,25.38,0.8683683333560877,-0.16666666666666388,0.804194062130112,-0.09511593219890768,-0.11402155208959205,0.0744777428972025,0.0005467687435042886,5.696872467507098e-17
6,20.71,25.16,0.8683683333560877,0.1666666666666688,0.8041940621301129,-0.09511593219891025,-0.11402155208959219,0.0744777428972025,0.0005467687435042933,6.176308078886575e-17
7,19.68,29.6,0.8683683333560877,0.5000000000000019,0.8041940621301102,-0.09511593219891282,-0.11402155208959212,0.0744777428972025,0.0005467687435042985,6.655743690266063e-17
8,19.5,27.3,0.6684185328208989,-0.4999999999999982,0.804194062130114,-0.17254108055138692,-0.11402155208959225,-0.1319000029805916,-0.022139183879519252,-2.4413842913924334e-16
9,19.95,21.97,0.6684185328208989,-0.16666666666666505,0.8041940621301127,-0.1725410805513895,-0.11402155208959215,-0.1319000029805916,-0.022139183879519245,-2.393440730254485e-16
10,19.34,23.49,0.6684185328208989,0.16666666666666813,0.8041940621301115,-0.17254108055139206,-0.11402155208959223,-0.1319000029805916,-0.022139183879519242,-2.3454971691165367e-16
11,18.31,27.87,0.6684185328208989,0.5000000000000012,0.8041940621301101,-0.17254108055139464,-0.11402155208959208,-0.1319000029805916,-0.022139183879519235,-2.297553607978588e-16
12,17.05,23.77,0.6059810041507002,-0.4999999999999965,0.8041940621301138,0.015385410707830414,-0.11402155208959205,-0.13878804421070184,-0.0012578403723099284,6.93881109514042e-17
13,17.41,21.46,0.6059810041507002,-0.16666666666666308,0.8041940621301127,0.015385410707827845,-0.11402155208959201,-0.13878804421070184,-0.0012578403723099221,7.418246706519904e-17
14,16.95,21.16,0.6059810041507002,0.16666666666667004,0.8041940621301115,0.015385410707825278,-0.11402155208959203,-0.13878804421070184,-0.001257840372309918,7.89768231789939e-17
15,15.98,24.93,0.6059810041507002,0.5000000000000033,0.8041940621301102,0.015385410707822709,-0.11402155208959182,-0.13878804421070184,-0.001257840372309912,8.377117929278874e-17
16,28.52,37.73,0.5535039622656194,-0.49999999999999417,0.8041940621301139,0.192929943319806,-0.11402155208959225,-0.13418971020423914,-0.0011772603089438738,-6.422434260263771e-17
17,29.9,31.27,0.5535039622656194,-0.166666666666661,0.8041940621301127,0.19292994331980343,-0.11402155208959215,-0.13418971020423914,-0.0011772603089438677,-5.942998648884286e-17
18,29.63,30.93,0.5535039622656194,0.16666666666667207,0.8041940621301115,0.19292994331980087,-0.11402155208959212,-0.13418971020423914,-0.0011772603089438634,-5.463563037504802e-17
19,28.75,39.44,0.5535039622656194,0.5000000000000053,0.8041940621301101,0.1929299433197983,-0.11402155208959203,-0.13418971020423914,-0.0011772603089438573,-4.984127426125317e-17
20,24.77,29.79,0.6385391922455281,-0.4999999999999896,0.8041940621301142,0.6358261155434809,-0.11402155208959197,0.06989832844990693,0.04247061588465522,-1.6713640430941812e-16
21,23.93,29.68,0.6385391922455281,-0.16666666666665617,0.8041940621301128,0.6358261155434782,-0.11402155208959197,0.06989832844990693,0.04247061588465523,-1.6234204819562328e-16
22,24.77,29.79,0.6385391922455281,0.16666666666667687,0.8041940621301116,0.6358261155434757,-0.11402155208959201,0.06989832844990693,0.04247061588465523,-1.5754769208182842e-16
23,23.93,29.4,0.6385391922455281,0.50000000000001,0.8041940621301104,0.6358261155434731,-0.11402155208959189,0.06989832844990693,0.042470615884655234,-1.5275333596803358e-16
24,6.07,10.9,-0.613229721781238,-0.5000000000000019,0.8041940621301139,-0.4714476067597058,-0.11402155208959228,-0.012812771397632122,0.024230968882469325,-3.308164397824475e-17
25,6.05,11.19,-0.613229721781238,-0.16666666666666885,0.8041940621301127,-0.47144760675970837,-0.11402155208959212,-0.012812771397632119,0.02423096888246933,-2.8287287864449906e-17
26,6.01,10.94,-0.613229721781238,0.1666666666666643,0.8041940621301115,-0.471447606759711,-0.11402155208959205,-0.012812771397632115,0.024230968882469332,-2.3492931750655066e-17
27,6.04,11.17,-0.613229721781238,0.4999999999999975,0.8041940621301102,-0.47144760675971353,-0.11402155208959204,-0.012812771397632112,0.02423096888246934,-1.8698575636860217e-17
28,6.37,11.27,-0.6657067636663189,-0.49999999999999994,0.8041940621301142,-0.29390307414773,-0.1140215520895923,-0.008214437391169529,0.024311548945835537,-1.3745812563429713e-16
29,6.4,11.72,-0.6657067636663189,-0.1666666666666667,0.8041940621301129,-0.2939030741477326,-0.11402155208959225,-0.008214437391169525,0.024311548945835544,-1.3266376952050227e-16
30,6.3660000000000005,11.29,-0.6657067636663189,0.16666666666666635,0.8041940621301117,-0.29390307414773514,-0.11402155208959223,-0.008214437391169524,0.024311548945835548,-1.2786941340670743e-16
31,6.4,11.67,-0.6657067636663189,0.49999999999999956,0.8041940621301104,-0.29390307414773775,-0.11402155208959222,-0.008214437391169522,0.02431154894583555,-1.230750572929126e-16
32,6.85,11.74,-0.708223318766282,-0.499999999999998,0.804194062130114,-0.12674050018299574,-0.11402155208959226,0.00787027185186598,0.0035913655653589923,-2.5113187154753956e-16
33,6.79,12.05,-0.708223318766282,-0.16666666666666466,0.8041940621301128,-0.12674050018299832,-0.1140215520895923,0.007870271851865982,0.0035913655653589975,-2.4633751543374465e-16
34,6.77,11.73,-0.708223318766282,0.1666666666666685,0.8041940621301115,-0.12674050018300087,-0.11402155208959229,0.007870271851865986,0.003591365565359003,-2.415431593199498e-16
35,6.81,11.93,-0.708223318766282,0.5000000000000017,0.8041940621301102,-0.12674050018300345,-0.11402155208959215,0.007870271851865987,0.0035913655653590083,-2.3674880320615497e-16
36,7.18,12.4,-0.7607003606513627,-0.4999999999999959,0.804194062130114,0.05080403242898004,-0.11402155208959212,0.012468605858328733,0.0036719456287253615,8.959085949825562e-17
37,7.1,12.23,-0.7607003606513627,-0.16666666666666263,0.8041940621301127,0.05080403242897747,-0.11402155208959211,0.012468605858328739,0.0036719456287253667,9.438521561205046e-17
38,7.1,12.4,-0.7607003606513627,0.1666666666666705,0.8041940621301115,0.0508040324289749,-0.11402155208959197,0.01246860585832874,0.003671945628725372,9.917957172584529e-17
39,7.1,12.14,-0.7607003606513627,0.5000000000000036,0.8041940621301102,0.05080403242897233,-0.11402155208959187,0.012468605858328742,0.003671945628725377,1.0397392783964015e-16
40,10.85,16.78,-0.8032169157513255,-0.49999999999999406,0.8041940621301138,0.2179666063937143,-0.11402155208959219,0.02855331510136424,-0.017048237751751193,-6.869619048570853e-18
41,10.54,16.8,-0.8032169157513255,-0.16666666666666052,0.8041940621301127,0.2179666063937117,-0.11402155208959218,0.028553315101364243,-0.017048237751751186,-2.0752629347760035e-18
42,10.77,16.75,-0.8032169157513255,0.1666666666666726,0.8041940621301114,0.21796660639370916,-0.11402155208959212,0.028553315101364243,-0.017048237751751183,2.7190931790188407e-18
43,10.56,16.67,-0.8032169157513255,0.5000000000000056,0.8041940621301099,0.21796660639370657,-0.11402155208959197,0.028553315101364246,-0.017048237751751176,7.513449292813684e-18
44,8.6,12.07,-0.8457334708512885,-0.4999999999999917,0.8041940621301144,0.38512918035844856,-0.11402155208959218,0.044638024344399715,-0.037768421132227746,-1.1480560917300791e-16
45,8.49,12.22,-0.8457334708512885,-0.16666666666665844,0.8041940621301129,0.38512918035844607,-0.11402155208959203,0.044638024344399715,-0.037768421132227746,-1.1001125305921306e-16
46,8.45,12.08,-0.8457334708512885,0.1666666666666747,0.8041940621301119,0.38512918035844346,-0.11402155208959196,0.044638024344399715,-0.037768421132227725,-1.0521689694541824e-16
47,8.5,12.04,-0.8457334708512885,0.5000000000000079,0.8041940621301105,0.3851291803584409,-0.11402155208959175,0.044638024344399715,-0.037768421132227725,-1.0042254083162338e-16
48,24.58,26.47,1.06199952662898,-0.5000000000000016,0.4844475064419935,-0.33829309491149,-0.09783081011821698,0.18799867768126483,-0.0194322702057974,-1.4081932814088173e-16
49,24.63,26.37,1.06199952662898,-0.16666666666666827,0.4844475064419922,-0.33829309491149256,-0.09783081011821704,0.18799867768126483,-0.0194322702057974,-1.360249720270869e-16
50,24.63,26.44,1.06199952662898,0.1666666666666649,0.48444750644199097,-0.3382930949114952,-0.09783081011821695,0.18799867768126483,-0.019432270205797395,-1.3123061591329205e-16
51,24.59,26.29,1.06199952662898,0.499999999999998,0.4844475064419897,-0.33829309491149767,-0.09783081011821687,0.18799867768126483,-0.019432270205797388,-1.264362597994972e-16
52,29.03,32.92,0.8683683333560877,-0.49999999999999883,0.48444750644199336,-0.09511593219890514,-0.09783081011821702,0.0744777428972025,0.0005467687435042752,6.064176292133944e-17
53,29.87,29.87,0.8683683333560877,-0.16666666666666569,0.4844475064419921,-0.09511593219890771,-0.09783081011821698,0.0744777428972025,0.0005467687435042804,6.54361190351343e-17
54,29.14,29.58,0.8683683333560877,0.1666666666666675,0.48444750644199086,-0.09511593219891028,-0.09783081011821697,0.0744777428972025,0.0005467687435042856,7.023047514892915e-17
55,28.09,34.33,0.8683683333560877,0.5000000000000007,0.4844475064419896,-0.09511593219891286,-0.09783081011821684,0.0744777428972025,0.0005467687435042907,7.502483126272397e-17
56,26.28,30.89,0.6684185328208989,-0.49999999999999956,0.4844475064419936,-0.17254108055138692,-0.09783081011821708,-0.13190000298059157,-0.022139183879519256,-2.3567103477918e-16
57,26.91,25.6,0.6684185328208989,-0.16666666666666635,0.48444750644199225,-0.1725410805513895,-0.09783081011821704,-0.13190000298059157,-0.022139183879519252,-2.3087667866538517e-16
58,26.37,27.03,0.6684185328208989,0.1666666666666668,0.484447506441991,-0.17254108055139206,-0.09783081011821705,-0.13190000298059157,-0.022139183879519245,-2.2608232255159036e-16
59,25.27,31.73,0.6684185328208989,0.49999999999999983,0.4844475064419897,-0.17254108055139464,-0.09783081011821694,-0.13190000298059157,-0.022139183879519242,-2.2128796643779545e-16
60,23.53,27.31,0.6059810041507002,-0.4999999999999978,0.4844475064419935,0.015385410707830404,-0.09783081011821707,-0.13878804421070182,-0.0012578403723099347,7.785550531146755e-17
61,24.03,24.91,0.6059810041507002,-0.16666666666666438,0.48444750644199236,0.015385410707827837,-0.097830810118217,-0.13878804421070182,-0.0012578403723099284,8.264986142526238e-17
62,23.54,24.61,0.6059810041507002,0.16666666666666874,0.48444750644199097,0.01538541070782527,-0.09783081011821691,-0.13878804421070182,-0.0012578403723099243,8.744421753905724e-17
63,22.58,28.51,0.6059810041507002,0.500000000000002,0.4844475064419897,0.015385410707822698,-0.0978308101182168,-0.13878804421070182,-0.001257840372309918,9.223857365285208e-17
64,35.56,41.68,0.5535039622656194,-0.49999999999999556,0.4844475064419936,0.192929943319806,-0.09783081011821707,-0.13418971020423912,-0.0011772603089438823,-5.575694824257438e-17
65,37.12,35.28,0.5535039622656194,-0.16666666666666233,0.4844475064419922,0.19292994331980343,-0.09783081011821697,-0.13418971020423912,-0.001177260308943876,-5.096259212877952e-17
66,36.9,34.43,0.5535039622656194,0.16666666666667074,0.48444750644199097,0.19292994331980087,-0.09783081011821693,-0.13418971020423912,-0.0011772603089438719,-4.616823601498468e-17
67,35.94,43.33,0.5535039622656194,0.5000000000000041,0.48444750644198975,0.1929299433197983,-0.09783081011821686,-0.13418971020423912,-0.0011772603089438656,-4.1373879901189833e-17
68,32.96,33.87,0.6385391922455281,-0.49999999999999095,0.4844475064419934,0.6358261155434809,-0.09783081011821715,0.06989832844990693,0.04247061588465521,-1.586690099493548e-16
69,32.12,34.07,0.6385391922455281,-0.16666666666665753,0.4844475064419922,0.6358261155434782,-0.09783081011821709,0.06989832844990693,0.04247061588465522,-1.5387465383555993e-16
70,32.94,34.14,0.6385391922455281,0.16666666666667554,0.48444750644199097,0.6358261155434757,-0.09783081011821705,0.06989832844990693,0.04247061588465522,-1.4908029772176507e-16
71,32.21,33.67,0.6385391922455281,0.5000000000000087,0.4844475064419897,0.6358261155434731,-0.09783081011821691,0.06989832844990693,0.04247061588465523,-1.4428594160797025e-16
72,10.36,13.43,-0.613229721781238,-0.5000000000000032,0.48444750644199336,-0.4714476067597058,-0.09783081011821697,-0.012812771397632115,0.024230968882469315,-2.4614249618181405e-17
73,10.43,13.71,-0.613229721781238,-0.16666666666667015,0.4844475064419922,-0.47144760675970837,-0.09783081011821698,-0.012812771397632112,0.024230968882469322,-1.9819893504386566e-17
74,10.36,13.48,-0.613229721781238,0.16666666666666297,0.4844475064419909,-0.471447606759711,-0.09783081011821695,-0.012812771397632108,0.024230968882469325,-1.502553739059172e-17
75,10.39,13.7,-0.613229721781238,0.49999999999999617,0.4844475064419897,-0.47144760675971353,-0.09783081011821683,-0.012812771397632105,0.024230968882469332,-1.0231181276796873e-17
76,10.71,13.8,-0.6657067636663189,-0.5000000000000013,0.4844475064419934,-0.29390307414773,-0.09783081011821709,-0.008214437391169522,0.024311548945835527,-1.2899073127423378e-16
77,10.8,14.28,-0.6657067636663189,-0.16666666666666805,0.48444750644199214,-0.2939030741477326,-0.09783081011821705,-0.00821443739116952,0.02431154894583553,-1.2419637516043894e-16
78,10.7,13.87,-0.6657067636663189,0.16666666666666505,0.4844475064419909,-0.29390307414773514,-0.09783081011821705,-0.008214437391169517,0.024311548945835537,-1.194020190466441e-16
79,10.75,14.27,-0.6657067636663189,0.4999999999999982,0.4844475064419897,-0.29390307414773775,-0.09783081011821704,-0.008214437391169515,0.024311548945835544,-1.1460766293284924e-16
80,11.11,14.28,-0.708223318766282,-0.49999999999999933,0.4844475064419934,-0.12674050018299576,-0.09783081011821705,0.007870271851865987,0.0035913655653589853,-2.4266447718747615e-16
81,11.13,14.61,-0.708223318766282,-0.16666666666666596,0.48444750644199214,-0.12674050018299832,-0.09783081011821702,0.007870271851865989,0.0035913655653589905,-2.378701210736813e-16
82,11.09,14.3,-0.708223318766282,0.16666666666666716,0.4844475064419909,-0.1267405001830009,-0.0978308101182169,0.007870271851865993,0.003591365565358996,-2.330757649598865e-16
83,11.16,14.45,-0.708223318766282,0.5000000000000003,0.4844475064419897,-0.12674050018300345,-0.09783081011821697,0.007870271851865994,0.0035913655653590014,-2.2828140884609167e-16
84,11.68,13.9,-0.7607003606513627,-0.4999999999999972,0.48444750644199325,0.05080403242898004,-0.097830810118217,0.01246860585832874,0.003671945628725353,9.805825385831896e-17
85,11.69,13.72,-0.7607003606513627,-0.16666666666666397,0.48444750644199214,0.05080403242897747,-0.09783081011821695,0.012468605858328746,0.003671945628725358,1.028526099721138e-16
86,11.7,13.88,-0.7607003606513627,0.16666666666666916,0.48444750644199086,0.0508040324289749,-0.09783081011821691,0.012468605858328747,0.0036719456287253632,1.0764696608590865e-16
87,11.69,13.65,-0.7607003606513627,0.5000000000000023,0.4844475064419896,0.05080403242897233,-0.09783081011821695,0.012468605858328749,0.0036719456287253685,1.1244132219970347e-16
88,15.41,19.37,-0.8032169157513255,-0.49999999999999534,0.4844475064419934,0.2179666063937143,-0.09783081011821704,0.028553315101364246,-0.0170482377517512,1.5977753114924886e-18
89,15.2,19.43,-0.8032169157513255,-0.16666666666666183,0.4844475064419922,0.2179666063937117,-0.09783081011821702,0.02855331510136425,-0.017048237751751193,6.392131425287338e-18
90,15.42,19.34,-0.8032169157513255,0.16666666666667132,0.4844475064419909,0.21796660639370916,-0.09783081011821698,0.02855331510136425,-0.01704823775175119,1.118648753908218e-17
91,15.21,19.32,-0.8032169157513255,0.5000000000000043,0.4844475064419896,0.21796660639370657,-0.09783081011821687,0.028553315101364257,-0.017048237751751183,1.5980843652877028e-17
92,12.96,14.34,-0.8457334708512885,-0.49999999999999306,0.4844475064419935,0.38512918035844856,-0.09783081011821716,0.044638024344399715,-0.03776842113222775,-1.0633821481294456e-16
93,12.97,14.5,-0.8457334708512885,-0.16666666666665975,0.4844475064419921,0.38512918035844607,-0.09783081011821707,0.044638024344399715,-0.03776842113222775,-1.0154385869914971e-16
94,12.93,14.33,-0.8457334708512885,0.16666666666667343,0.4844475064419909,0.38512918035844346,-0.09783081011821707,0.044638024344399715,-0.037768421132227746,-9.674950258535487e-17
95,13.02,14.27,-0.8457334708512885,0.5000000000000066,0.4844475064419896,0.3851291803584409,-0.09783081011821698,0.044638024344399715,-0.03776842113222773,-9.195514647156002e-17
96,24.29,25.95,1.06199952662898,-0.5000000000000021,0.36756628567169036,-0.33829309491149,0.06446145781603702,0.18799867768126483,-0.019432270205797412,-1.3680845712822014e-16
97,24.31,25.63,1.06199952662898,-0.16666666666666877,0.3675662856716891,-0.33829309491149256,0.06446145781603703,0.18799867768126483,-0.0194322702057974,-1.3201410101442533e-16
98,24.13,26.13,1.06199952662898,0.16666666666666438,0.3675662856716879,-0.3382930949114952,0.06446145781603708,0.18799867768126483,-0.019432270205797395,-1.2721974490063047e-16
99,24.25,25.89,1.06199952662898,0.4999999999999975,0.3675662856716866,-0.33829309491149767,0.06446145781603714,0.18799867768126483,-0.019432270205797395,-1.2242538878683563e-16
100,28.88,32.54,0.8683683333560877,-0.49999999999999944,0.3675662856716903,-0.09511593219890514,0.06446145781603699,0.07447774289720252,0.0005467687435042715,6.465263393400101e-17
101,29.68,29.44,0.8683683333560877,-0.16666666666666619,0.367566285671689,-0.09511593219890771,0.06446145781603703,0.07447774289720252,0.0005467687435042767,6.944699004779587e-17
102,28.83,29.36,0.8683683333560877,0.16666666666666696,0.36756628567168775,-0.09511593219891028,0.0644614578160371,0.07447774289720252,0.0005467687435042819,7.424134616159072e-17
